uc_fqn,column,deployed_comment,signals
main.etoro_kpi_prep.v_revenue_adminfee,issettled,"1 = real asset, 0 = CFD asset. COALESCE from Dim_Position over Fact_CustomerAction. (Tier 5 — Expert Review) (via BI_DB_Fact_Customer_Action_Position_Distributi","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AmountBugFix'] || HEADING_ANCHOR: ['BI_DB_CashRiskMatrix.review-needed: 6. IsSettled=0 — Futures Exclusion Unclear', 'BI_DB_CreditRiskMatrix: 2.4 IsSettled Flag']"
main.etoro_kpi_prep.v_revenue_commission,issettled,"1 = real asset, 0 = CFD asset. (Tier 5 — Expert Review) (via Fact_CustomerAction). Source: Fact_CustomerAction.IsSettled. (T5 — Function_Revenue_Commissions)","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AmountBugFix'] || HEADING_ANCHOR: ['BI_DB_CashRiskMatrix.review-needed: 6. IsSettled=0 — Futures Exclusion Unclear', 'BI_DB_CreditRiskMatrix: 2.4 IsSettled Flag']"
main.etoro_kpi_prep.v_revenue_fullcommission,issettled,"1 = real asset, 0 = CFD asset. (Tier 5 — Expert Review) (via Fact_CustomerAction). Source: Fact_CustomerAction.IsSettled. (T5 — Function_Revenue_FullCommissions","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AmountBugFix'] || HEADING_ANCHOR: ['BI_DB_CashRiskMatrix.review-needed: 6. IsSettled=0 — Futures Exclusion Unclear', 'BI_DB_CreditRiskMatrix: 2.4 IsSettled Flag']"
main.etoro_kpi_prep.v_revenue_rollover,issettled,"1 = real asset, 0 = CFD asset. COALESCE from Dim_Position over Fact_CustomerAction. (Tier 5 — Expert Review) (via BI_DB_Fact_Customer_Action_Position_Distributi","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AmountBugFix'] || HEADING_ANCHOR: ['BI_DB_CashRiskMatrix.review-needed: 6. IsSettled=0 — Futures Exclusion Unclear', 'BI_DB_CreditRiskMatrix: 2.4 IsSettled Flag']"
main.etoro_kpi_prep.v_revenue_dividend,issettled,"1 = real asset, 0 = CFD asset. COALESCE from Dim_Position over Fact_CustomerAction. (Tier 5 — Expert Review) (via BI_DB_Fact_Customer_Action_Position_Distributi","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AmountBugFix'] || HEADING_ANCHOR: ['BI_DB_CashRiskMatrix.review-needed: 6. IsSettled=0 — Futures Exclusion Unclear', 'BI_DB_CreditRiskMatrix: 2.4 IsSettled Flag']"
main.etoro_kpi_prep.tvf_pnl_single_day,issettled,"1 = real asset, 0 = CFD asset. (Tier 5 — Expert Review) (via Dim_Position). Source: . (T1 — Function_PnL_Single_Day)","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AmountBugFix'] || HEADING_ANCHOR: ['BI_DB_CashRiskMatrix.review-needed: 6. IsSettled=0 — Futures Exclusion Unclear', 'BI_DB_CreditRiskMatrix: 2.4 IsSettled Flag']"
main.etoro_kpi_prep.v_dim_instrument_enriched,updatedate,ETL housekeeping timestamp. Set to GETDATE() at each SP_Dim_Instrument run. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument). Source: isn.UpdateDate. (T1 — Fun,"SIBLING_PHRASES: ['AccountId', 'AccountManagerID', 'AccountType', 'ActionNumber', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_AffiliatePayment: UpdateDate Uses getUTCdate() (Not GETDATE())', 'BI_DB_Affiliate_Guidlines_Report: UpdateDate Type Mismatch']"
main.etoro_kpi_prep.v_revenue_optionsplatform,date,"CONVERT(DATE, TradeDate). Source: Sodreconciliation_apex_EXT1047_RevenueReports.TradeDate. (T2 — Function_Revenue_OptionsPlatform)","SIBLING_PHRASES: ['ABCModelCID', 'ACCEPTED', 'ALWAYS', 'AUMEnd', 'AUMStart', 'AbsCycle'] || HEADING_ANCHOR: ['_index: Batch 79 (COMPLETE) -- ABook/ACH/Silverpop cluster: ABook_Exposure_History', 'BI_DB_ABook_Exposure_History: 2.2 HedgeServer and Date Granularity']"
main.etoro_kpi_prep.v_revenue_stakingfee,date,"dateadd(MONTH,-1,UpdateDate). Source: Dealing_Staking_Results. (T2 — Function_Revenue_StakingFee)","SIBLING_PHRASES: ['ABCModelCID', 'ACCEPTED', 'ALWAYS', 'AUMEnd', 'AUMStart', 'AbsCycle'] || HEADING_ANCHOR: ['_index: Batch 79 (COMPLETE) -- ABook/ACH/Silverpop cluster: ABook_Exposure_History', 'BI_DB_ABook_Exposure_History: 2.2 HedgeServer and Date Granularity']"
main.etoro_kpi_prep.v_options_aum,date,"CONVERT(date, ProcessDate) under same snapshot/join/filter predicates as DateID. Source: External_Sodreconciliation_apex_EXT981_BuyPowerSummary.ProcessDate. (T2","SIBLING_PHRASES: ['ABCModelCID', 'ACCEPTED', 'ALWAYS', 'AUMEnd', 'AUMStart', 'AbsCycle'] || HEADING_ANCHOR: ['_index: Batch 79 (COMPLETE) -- ABook/ACH/Silverpop cluster: ABook_Exposure_History', 'BI_DB_ABook_Exposure_History: 2.2 HedgeServer and Date Granularity']"
main.etoro_kpi_prep.v_revenue_adminfee,gcid,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN.,"SIBLING_PHRASES: ['AccountNumber', 'AccountProgramID', 'ActionTypeID', 'AnswerId', 'AnswerText', 'ApexData'] || HEADING_ANCHOR: ['BI_DB_AML_Benchmarks_Risk_Classification: 2.3 GCID as Grain Key', 'BI_DB_AML_High_Risk_Wallet: 2.3 GCID Cross-Account Wallet Lookup']"
main.etoro_kpi_prep.v_revenue_commission,gcid,"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Custo","SIBLING_PHRASES: ['AccountNumber', 'AccountProgramID', 'ActionTypeID', 'AnswerId', 'AnswerText', 'ApexData'] || HEADING_ANCHOR: ['BI_DB_AML_Benchmarks_Risk_Classification: 2.3 GCID as Grain Key', 'BI_DB_AML_High_Risk_Wallet: 2.3 GCID Cross-Account Wallet Lookup']"
main.etoro_kpi_prep.v_revenue_fullcommission,gcid,"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Custo","SIBLING_PHRASES: ['AccountNumber', 'AccountProgramID', 'ActionTypeID', 'AnswerId', 'AnswerText', 'ApexData'] || HEADING_ANCHOR: ['BI_DB_AML_Benchmarks_Risk_Classification: 2.3 GCID as Grain Key', 'BI_DB_AML_High_Risk_Wallet: 2.3 GCID Cross-Account Wallet Lookup']"
main.etoro_kpi_prep.v_revenue_rollover,gcid,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN.,"SIBLING_PHRASES: ['AccountNumber', 'AccountProgramID', 'ActionTypeID', 'AnswerId', 'AnswerText', 'ApexData'] || HEADING_ANCHOR: ['BI_DB_AML_Benchmarks_Risk_Classification: 2.3 GCID as Grain Key', 'BI_DB_AML_High_Risk_Wallet: 2.3 GCID Cross-Account Wallet Lookup']"
main.etoro_kpi_prep.v_revenue_dividend,gcid,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN.,"SIBLING_PHRASES: ['AccountNumber', 'AccountProgramID', 'ActionTypeID', 'AnswerId', 'AnswerText', 'ApexData'] || HEADING_ANCHOR: ['BI_DB_AML_Benchmarks_Risk_Classification: 2.3 GCID as Grain Key', 'BI_DB_AML_High_Risk_Wallet: 2.3 GCID Cross-Account Wallet Lookup']"
main.etoro_kpi_prep.v_revenue_stakingfee,gcid,"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Custo","SIBLING_PHRASES: ['AccountNumber', 'AccountProgramID', 'ActionTypeID', 'AnswerId', 'AnswerText', 'ApexData'] || HEADING_ANCHOR: ['BI_DB_AML_Benchmarks_Risk_Classification: 2.3 GCID as Grain Key', 'BI_DB_AML_High_Risk_Wallet: 2.3 GCID Cross-Account Wallet Lookup']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,gcid,"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Custo","SIBLING_PHRASES: ['AccountNumber', 'AccountProgramID', 'ActionTypeID', 'AnswerId', 'AnswerText', 'ApexData'] || HEADING_ANCHOR: ['BI_DB_AML_Benchmarks_Risk_Classification: 2.3 GCID as Grain Key', 'BI_DB_AML_High_Risk_Wallet: 2.3 GCID Cross-Account Wallet Lookup']"
main.etoro_kpi_prep.v_revenue_optionsplatform,metric,'Options_PFOF'. Source: —. (T2 — Function_Revenue_OptionsPlatform),"SIBLING_PHRASES: ['AccountType', 'ActionType', 'ActionTypeID', 'ActualNWA', 'AdminFee', 'AffiliateID'] || HEADING_ANCHOR: ['_index: Batch 38 (COMPLETE) -- EquitySnapshots + eTorian PnL + FCA Liabilities + F', 'BI_DB_AcquisitionFunnel_AGG: Funnel Metric Columns']"
main.etoro_kpi_prep.v_trading_volume_and_amount,dateid,"Event date from open or close leg of union. Source: DWH_dbo.Dim_Position.OpenDateID, CloseDateID. (T2 — Function_Trading_Volume)","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,dateid,"Open or close calendar date. Source: DWH_dbo.Dim_Position.OpenDateID, CloseDateID. (T2 — Function_Trading_Volume_PositionLevel)","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_revenue_optionsplatform,dateid,"CONVERT(NVARCHAR(8), TradeDate, 112). Source: Sodreconciliation_apex_EXT1047_RevenueReports.TradeDate. (T2 — Function_Revenue_OptionsPlatform)","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_revenue_adminfee,dateid,"Integer date key in YYYYMMDD format. DELETE+INSERT keyed on this column. 6,356 distinct dates from April 2008 to present. Passthrough from Fact_CustomerAction.D","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_revenue_commission,dateid,Occurred → YYYYMMDD int (nonclustered index driver). (Tier 2 — SP_Fact_CustomerAction) (via Fact_CustomerAction). Source: Fact_CustomerAction.DateID. (T2 — Func,"SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_revenue_fullcommission,dateid,Occurred → YYYYMMDD int (nonclustered index driver). (Tier 2 — SP_Fact_CustomerAction) (via Fact_CustomerAction). Source: Fact_CustomerAction.DateID. (T2 — Func,"SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_revenue_rollover,dateid,"Integer date key in YYYYMMDD format. DELETE+INSERT keyed on this column. 6,356 distinct dates from April 2008 to present. Passthrough from Fact_CustomerAction.D","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_revenue_dividend,dateid,"Integer date key in YYYYMMDD format. DELETE+INSERT keyed on this column. 6,356 distinct dates from April 2008 to present. Passthrough from Fact_CustomerAction.D","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_revenue_stakingfee,dateid,"CAST(FORMAT(CAST(dateadd(MONTH,-1,UpdateDate) AS DATE),'yyyyMMdd') as INT). Source: Dealing_Staking_Results. (T2 — Function_Revenue_StakingFee)","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,dateid,Occurred → YYYYMMDD int (nonclustered index driver). (Tier 2 — SP_Fact_CustomerAction) (via Fact_CustomerAction). Source: Fact_CustomerAction.DateID. (T2 — Func,"SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.tvf_pnl_single_day,dateid,@dateID. Source: . (T2 — Function_PnL_Single_Day),"SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_options_aum,dateid,"CONVERT(nvarchar(8), ProcessDate, 112) WHERE ProcessDate = (SELECT MAX(ProcessDate) FROM … WHERE ProcessDate <= @sdateInt) AND options join + snapshot Dim_Range","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_dim_instrument_enriched,dateid,"Snapshot date in yyyymmdd integer format -- represents ""yesterday"" relative to the ETL run date. The daily snapshot for business date 20260310 is loaded by the ","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_dim_instrument_enriched,exchange,"Exchange name string (e.g., ""NASDAQ""). Populated from Price.Exchange via ExchangeID. May be denormalized. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrumen","SIBLING_PHRASES: ['BaseExchangeRate', 'CalendarDeduped', 'ConversionFeeRevenue', 'DateID', 'EndForexRate', 'ExchangeCalendar'] || HEADING_ANCHOR: ['BI_DB_EOMExposures: 2.4 Exchange-Based Stock Classification', 'BI_DB_EY_Audit_Cashouts: 2.4 Exchange Rate Data']"
main.etoro_kpi_prep.v_population_active_traders,gcid,"Direct from union branches. Source: Fact_CustomerAction.GCID, Dim_Customer.GCID. (T1 — Function_Population_Active_Traders)","SIBLING_PHRASES: ['AccountNumber', 'AccountProgramID', 'AnswerId', 'AnswerText', 'ApexData', 'BeginTime'] || HEADING_ANCHOR: ['BI_DB_AML_Benchmarks_Risk_Classification: 2.3 GCID as Grain Key', 'BI_DB_AML_High_Risk_Wallet: 2.3 GCID Cross-Account Wallet Lookup']"
main.etoro_kpi_prep.v_population_active_traders,dateid,"Occurred → YYYYMMDD int (nonclustered index driver). (Tier 2 — SP_Fact_CustomerAction) (via Fact_CustomerAction). Source: Fact_CustomerAction.DateID, Function_R","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_population_funded,dateid,"All legs = @dateInt; outer GROUP BY DateID, RealCID. Source: BI_DB_Client_Balance_CID_Level_New.DateID, eMoneyClientBalance.BalanceDateID, Function_AUM_OptionsP","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,dateid,Primary key. Date encoded as integer YYYYMMDD (e.g. 20260101 for 2026-01-01). The join target for every date-keyed fact in the warehouse. (Tier 1 — DDL + SP_Pop,"SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'ActionDateID', 'ActionID', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_Client_Balance_CID_Level_New: 2.1 ETL Pattern — DELETE + INSERT per DateID', 'BI_DB_ClusteringLog: 2.3 DateID Convention']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,amount,Position size in currency. Must be >= 0. Stored in dollars (PositionOpen divides by 100 from cents). (Tier 1 — Trade.PositionTbl) (via Dim_Position). Source: DW,"SIBLING_PHRASES: ['ALWAYS', 'AVGNotionalAmount', 'AccountManagerID', 'AccountType', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_AllDeposits: 2.6 Amount in USD', 'BI_DB_All_Deposit_Hourly: 2.1 Deposit Amount Dual-Currency Tracking (Inferred)']"
main.etoro_kpi_prep.v_revenue_optionsplatform,amount,"SUM(ABS(CustomerPFOFPayback)) WHERE ClearingAccount NOT IN (excluded house accounts) AND TradeDate BETWEEN CONVERT(DATE, CONVERT(VARCHAR(8), @sdateInt), 112) AN","SIBLING_PHRASES: ['ALWAYS', 'AVGNotionalAmount', 'AccountManagerID', 'AccountType', 'ActionType', 'ActionTypeID'] || HEADING_ANCHOR: ['BI_DB_AllDeposits: 2.6 Amount in USD', 'BI_DB_All_Deposit_Hourly: 2.1 Deposit Amount Dual-Currency Tracking (Inferred)']"
main.etoro_kpi_prep.v_dim_instrument_enriched,multiplier,"Contract size per point for futures instruments. Used for notional and fee calculation. NULL for non-futures (15,464 rows). (Tier 1 — Trade.FuturesMetaData) (vi","SIBLING_PHRASES: ['ActionTypeID', 'CloseOccurred', 'GroupLevel', 'ISNULL', 'InstrumentID', 'InstrumentType'] || HEADING_ANCHOR: ['BI_DB_InvestorsDetail: 3.2 MoneyIn Uses -1 Multiplier', 'BI_DB_LTV_Predictions: 2.2 Revenue Multiplier Prediction Model']"
main.etoro_kpi_prep.v_revenue_adminfee,playerstatusid,"Customer lifecycle status (e.g., Active, Blocked, Pending). DEFAULT 0. FK to Dim_PlayerStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOI","SIBLING_PHRASES: ['AccountStatusID', 'AccountTypeID', 'AutomaticallyVerified', 'BirthDate', 'BlockDate', 'BlockedTime'] || HEADING_ANCHOR: ['BI_DB_AML_Affiliate_Abuse_Users.review-needed: 3. Is_Blocked PlayerStatusID=5 (Warning) Classification']"
main.etoro_kpi_prep.v_revenue_commission,playerstatusid,"Customer lifecycle status (e.g., Active, Blocked, Pending). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusID (CC). FK to Dim_PlayerStatus. (Tier","SIBLING_PHRASES: ['AccountStatusID', 'AccountTypeID', 'AutomaticallyVerified', 'BirthDate', 'BlockDate', 'BlockedTime'] || HEADING_ANCHOR: ['BI_DB_AML_Affiliate_Abuse_Users.review-needed: 3. Is_Blocked PlayerStatusID=5 (Warning) Classification']"
main.etoro_kpi_prep.v_revenue_fullcommission,playerstatusid,"Customer lifecycle status (e.g., Active, Blocked, Pending). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusID (CC). FK to Dim_PlayerStatus. (Tier","SIBLING_PHRASES: ['AccountStatusID', 'AccountTypeID', 'AutomaticallyVerified', 'BirthDate', 'BlockDate', 'BlockedTime'] || HEADING_ANCHOR: ['BI_DB_AML_Affiliate_Abuse_Users.review-needed: 3. Is_Blocked PlayerStatusID=5 (Warning) Classification']"
main.etoro_kpi_prep.v_revenue_rollover,playerstatusid,"Customer lifecycle status (e.g., Active, Blocked, Pending). DEFAULT 0. FK to Dim_PlayerStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOI","SIBLING_PHRASES: ['AccountStatusID', 'AccountTypeID', 'AutomaticallyVerified', 'BirthDate', 'BlockDate', 'BlockedTime'] || HEADING_ANCHOR: ['BI_DB_AML_Affiliate_Abuse_Users.review-needed: 3. Is_Blocked PlayerStatusID=5 (Warning) Classification']"
main.etoro_kpi_prep.v_revenue_dividend,playerstatusid,"Customer lifecycle status (e.g., Active, Blocked, Pending). DEFAULT 0. FK to Dim_PlayerStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOI","SIBLING_PHRASES: ['AccountStatusID', 'AccountTypeID', 'AutomaticallyVerified', 'BirthDate', 'BlockDate', 'BlockedTime'] || HEADING_ANCHOR: ['BI_DB_AML_Affiliate_Abuse_Users.review-needed: 3. Is_Blocked PlayerStatusID=5 (Warning) Classification']"
